2MASX,NED_id,ra,dec,l,b,Kmag,Kmag_err,z,zdist,zdist_err,D,D_err,gal_type,n_sumss,n_nvss,F1400,F1400_err,F843,F843_err,Fsyn,Lsyn,sum_ma,max_ma,lim_ma,max_dist_to_gal,min_dist_to_gal,contour_dist,geo_cen_ra,geo_cen_dec,flux_cen_ra,flux_cen_dec,class
12154383+1709178,2MASX J12154383+1709178,183.9326,17.15489,261.48697,77.05547,11.621,0.063,0.0956332912,0.100420166,0.0005003469,449.520728088,2.2397522756,98,0,1,493.2,16.8,0,0,569.986117564,151589124140000000000000000000000000000000,0.0177777778,0.0177777778,0,0.000452674,0.000452674,0,183.934590178,17.1542349621,183.930229522,17.154233607,j
12184962+1424593,MESSIER 099,184.70677,14.41649,270.43109,75.18974,7.097,0.018,0.0080289268,0.0082739005,0.0004086166,33.4938196991,1.6092992469,5,0,3,420.1,12.1202310209,0,0,485.505206789,716848809839000000000000000000000000000,0.0860833333,0.0348333333,0,0.0374835861,0.0033077068,0,184.705603732,14.4278094923,184.705603732,14.4278094923,g
12185235+0514443,2MASX J12185235+0514443,184.71819,5.24564,281.97131,66.78279,11.489,0.088,0.0752824468,0.0778825377,0.0005003469,343.323173646,2.2056379369,98,0,1,504.4,15.1,0,0,582.929841239,90432980691300000000000000000000000000000,0.0055,0.0055,1,0.0016582572,0.0016582572,0,184.715515193,5.2456211744,184.715519974,5.2497888273,p
12185761+4718133,MESSIER 106,184.74008,47.30372,138.31985,68.84251,5.592,0.016,0.0014943744,0.0025026407,0.000575399,7.4420987293,0.336364905,4,0,6,513,10.741508274,0,0,592.868771918,43216913838300000000000000000000000000,0.135,0.0342222222,0,0.0979210429,0.0118957413,0.0012612252,184.729639926,47.3038280564,184.711115284,47.3204504786,g
12192326+0549289,UGC 7360,184.84692,5.82471,281.80554,67.37234,7.401,0.017,0.0074652008,0.0077005001,0.000433634,32.1487745503,1.7224489877,-5,0,4,10438.4,193.39692345,0,0,12063.5504655,16409989831900000000000000000000000000000,0.0856111111,0.0353611111,0,0.066781381,0.0330326937,0.0220540754,184.841883267,5.8290481852,184.846065756,5.8248751185,j
12200682+2916498,NGC 4278,185.02841,29.2805,193.78526,82.77279,7.258,0.016,0.0021648415,0.0031670891,0.0006004163,15.1300619886,1.2539998956,-5,0,1,385,11.6,0,0,444.940501342,134056437791000000000000000000000000000,0.0047222222,0.0047222222,1,0.0003557133,0.0003557133,0,185.027100823,29.279670071,185.022365155,29.2838726242,p
12215494+0428249,MESSIER 061,185.47896,4.47359,284.37125,66.27561,6.979,0.019,0.0052236391,0.005738223,0.0004419731,22.1439235407,1.6115903515,4,0,2,444.3,13.5369863707,0,0,513.472895445,331383583837000000000000000000000000000,0.04375,0.0353333333,0,0.0137483585,9.99972701861E-005,0,185.475499826,4.4778510618,185.475499826,4.4778510618,g
12225489+1549205,MESSIER 100,185.72874,15.82238,271.13623,76.89884,6.801,0.018,0.0052403174,0.0057365894,0.0004252949,20.2899786834,1.1692899323,4,0,4,262.6,7.870196948,0,0,303.484092604,164438472547000000000000000000000000000,0.1150277778,0.0351944444,0,0.0288780735,0.0007040051,0,185.728266784,15.8264212643,185.7238632,15.818122783,g
12250377+1253130,MESSIER 084,186.26575,12.88696,278.20502,74.4783,6.333,0.016,0.0035357966,0.0042786403,0.0004586513,17.2646886892,0.790965345,-5,0,3,6097.4,145.078944027,0,0,7046.70185165,2764443515050000000000000000000000000000,0.0332222222,0.0159166667,0,0.0212439324,0.0090534169,0,186.268637235,12.8864006635,186.264361141,12.8863744428,j
12262708+3113247,NGC 4414,186.61293,31.22352,174.53949,83.18197,6.998,0.01,0.0023883305,0.0033867094,0.0005587207,16.8438210218,1.2480709814,5,0,1,239.9,7.9,0,0,277.249938369,103527807061000000000000000000000000000,0.02025,0.02025,0,0.0006562049,0.0006562049,0,186.615125135,31.2239531781,186.610344257,31.2282008937,g
12262960+0901094,NGC 4410 NED02,186.62328,9.01927,283.73666,70.95545,9.538,0.038,0.0252375822,0.025131163,0.0005003469,106.660714116,2.1235529717,-2,0,3,296.3,8.0603970126,0,0,342.430832591,5127269627920000000000000000000000000000,0.0735277778,0.0353055556,0,0.0330406259,0.0053892086,0,186.632987568,9.0144782732,186.628751813,9.0186317084,j
12281111+4405368,NGC 4449,187.04633,44.09356,136.85326,72.40086,7.485,0.019,0.000690481,0.0015642772,0.000583738,6.5212044986,2.4335041272,10,0,5,271.2,7.193747285,0,0,313.423023283,17542474538800000000000000000000000000,0.1122222222,0.0352777778,0,0.0652011335,0.0007711935,0,187.042445228,44.0901720942,187.054482102,44.102461261,g
12290674+0203083,3C 273,187.27812,2.05233,289.95135,64.35989,9.935,0.017,0.1583403104,0.1727193728,0.0005003469,809.625389531,2.3453856599,-9,0,1,54991.2,1900.3,0,0,63552.7586946,54828575870000000000000000000000000000000000,0.0059722222,0.0059722222,0,0.0016773945,0.0016773945,0,187.274514698,2.0534719565,187.274514698,2.0534719565,j
12294679+0800014,MESSIER 049,187.44499,8.00041,286.92224,70.19597,5.498,0.017,0.0033256502,0.0040123546,0.0005253642,15.7989309279,0.7468201286,-5,0,3,255.9,7.9837334625,0,0,295.740972191,97156355962000000000000000000000000000,0.0435833333,0.0199722222,0,0.0206218689,0.0009051929,0,187.444580935,8.0037956535,187.444580935,8.0037956535,j
12295233+1140391,2MASX J12295233+1140391,187.46806,11.67747,283.74573,73.74049,11.301,0.085,0.0827876754,0.0861745269,0.0005003469,382.049163043,2.2182553797,98,0,3,1576.1,41.2492424173,0,0,1821.48240043,349919225932000000000000000000000000000000,0.0521666667,0.0308333333,0,0.0213328921,0.0045515068,0.0011955457,187.455392346,11.67447123,187.463894002,11.6786542963,j
12301214+1144411,VPCX 29,187.55058,11.74488,283.95029,73.82887,11.61,0.065,0.0871006801,0.0909100548,0.0005003469,404.346779717,2.225426564,98,0,1,379.8,13.3,0,0,438.93091535,94451414974500000000000000000000000000000,0.0050277778,0.0050277778,0,0.0019621803,0.0019621803,0,187.565906636,11.7454977487,187.548883065,11.7454709796,p
12303636+4138370,NGC 4490,187.65154,41.64363,137.99504,74.86983,7.506,0.018,0.0018877328,0.0029016333,0.000583738,10.1929713533,1.5432644858,8,0,4,812.7,20.7826851008,0,0,939.228949197,128433227906000000000000000000000000000,0.109,0.0353333333,0,0.0556148458,0.0058131496,0,187.644249781,41.6542636561,187.643907517,41.6459306606,g
12304942+1223279,MESSIER 087,187.70593,12.3911,283.77777,74.49104,5.896,0.016,0.0043597039,0.0049887993,0.0004252949,18.4364571174,1.1095820452,-4,0,7,147447.2,4860.5705591,0,0,170403.197635,76231944131000000000000000000000000000000,0.1463611111,0.0353611111,0,0.099973709,0.0017760532,0,187.688611737,12.3623305872,187.70138003,12.3873449431,j
12311545-3346248,PKS 1228-335,187.81439,-33.77355,298.14178,28.91042,11.467,0.077,0.0562858792,0.0570746396,0.0005003469,247.946865019,2.1736351195,98,1,1,499.1,16.8,603.2,18.4,576.804686285,46671347889200000000000000000000000000000,0.0199722222,0.0199722222,0,0.0008446864,0.0007593802,0,187.81255879,-33.7765828938,187.816314853,-33.7708479394,j
12315921+1425134,MESSIER 088,187.99673,14.42041,282.32941,76.50777,6.321,0.016,0.007608634,0.0079265563,0.0004252949,31.5888933681,1.6170191341,3,0,1,277.1,8.9,0,0,320.241592005,420582192026000000000000000000000000000,0.0328333333,0.0328333333,0,0.0029088028,0.0029088028,0,187.995697705,14.4248014513,187.995697786,14.4206332051,g
12360813+1638291,IC 3557 NED01,189.03391,16.64143,283.48352,78.93092,11.479,0.058,0.0789016348,0.0820166329,0.0005003469,362.579900862,2.2119381994,98,0,1,680.5,22.6,0,0,786.446782242,136075867612000000000000000000000000000000,0.0228333333,0.0228333333,0,0.0005834498,0.0005834498,0,189.030735028,16.6433984949,189.03071262,16.6392316203,j
12410031+1833142,4C +18.35,190.25134,18.55391,286.74808,81.09596,11.728,0.074,0.0737480445,0.0764537616,0.0005003469,336.691421915,2.2034560509,98,0,2,601.4,17.4427635425,0,0,695.031733785,103698639357000000000000000000000000000000,0.0455,0.0230555556,0,0.0499153672,0.0122612093,0.0008462601,190.241986022,18.5244242551,190.246168064,18.545307038,j
12420800+3232294,NGC 4631,190.53337,32.54151,142.806,84.22353,6.615,0.017,0.0020214082,0.0030344648,0.0005920772,8.5161213298,1.1091090146,7,0,5,976.2,18.1813090838,0,0,1128.18420107,107688174384000000000000000000000000000,0.1614166667,0.0353055556,0,0.0807912959,0.0010693405,0,190.522578105,32.5451383899,190.512550497,32.5369225031,g
12450867-0027428,NGC 4666,191.28615,-0.46191,299.53802,62.36829,7.093,0.016,0.0050802059,0.0055364389,0.0004669905,22.3786524086,1.7310247245,5,0,1,434.2,13.8,0,0,501.800430345,330752557773000000000000000000000000000,0.0288611111,0.0288611111,0,0.0014045874,0.0014045874,0,191.283290832,-0.4666718509,191.283291255,-0.462505047,g
12484927-4118399,NGC 4696,192.20532,-41.31109,302.40359,21.55797,7.259,0.018,0.0098668739,0.0100555643,0.0004669905,41.7061554321,1.8443666288,-4,1,0,0,0,5674,170.3,4836.71241057,11072734852600000000000000000000000000000,0,0,1,0.0006979765,0.0006979765,0,192.213150363,-41.3009746905,192.201268207,-41.310708452,p
12505314+4107125,MESSIER 094,192.72145,41.12015,123.36211,76.00777,5.163,0.015,0.0010273824,0.0019842836,0.0006087554,5.494061707,0.8355526886,2,0,1,265.1,8.6,0,0,306.373316638,12171450138800000000000000000000000000,0.0290833333,0.0290833333,0,0.0013646861,0.0013646861,0,192.726322735,41.1157266165,192.720646713,41.1197862291,g
12520837-2151544,ESO 575- G 013,193.03496,-21.86511,303.14771,41.00632,9.776,0.034,0.0231794817,0.0226575018,0.0005003469,95.9842853323,2.1196263593,-3,0,7,224.9,7.160307256,0,0,259.914594161,3151630229150000000000000000000000000000,0.1648055556,0.0352222222,0,0.1524338197,0.0009537836,0,193.032694837,-21.8682105289,193.032634532,-21.8598729556,j
12525601-1520318,2MASX J12525601-1520318,193.23346,-15.34223,303.466,47.52793,11.56,0.068,0.044621086,0.0449495017,0.0005003469,193.576575797,2.15476107,-4,0,3,347.5,9.6431322712,0,0,401.602140822,19806418271900000000000000000000000000000,0.0535833333,0.0221388889,0,0.0333530367,0.0064061259,0,193.235775352,-15.3381095185,193.222811127,-15.3381834568,j
12530723-1029394,NGC 4760,193.28012,-10.49428,303.60938,52.3752,8.663,0.027,0.0147769613,0.0160341822,0.0003752602,67.4046221258,1.5464681365,-5,0,9,1024.7,21.4681158931,0,0,1184.23514734,7081440715140000000000000000000000000000,0.2542777778,0.0353055556,0,0.1203637634,0.0101170551,0,193.279822282,-10.4885692356,193.271328279,-10.4844397459,j
12542222-2900466,ESO 443- G 004,193.59261,-29.01296,303.70392,33.85437,10.424,0.056,0.0541010237,0.0548148466,0.0005003469,237.745759675,2.1701301232,-5,0,2,383.2,11.6498927034,0,0,442.860260037,32945536996200000000000000000000000000000,0.0421388889,0.0352222222,0,0.0045782072,0.0018658332,0,193.591554368,-29.0118110867,193.591554368,-29.0118110867,j
12543570-1234070,2MASX J12543570-1234070,193.64874,-12.56861,304.13779,50.2957,8.23,0.019,0.0154040648,0.0164943449,0.0003669211,69.3534363034,1.5130180973,-5,0,4,7710.6,174.303757848,0,0,8911.06033675,56411763066000000000000000000000000000000,0.0731388889,0.0252222222,0,0.0338389339,0.0142426295,0.0017232142,193.652249293,-12.5576745558,193.647952197,-12.5535327278,j
12543771+5305241,NGC 4801,193.65724,53.09003,121.83782,64.03159,10.97,0.045,0.0540876811,0.055987375,0.0005003469,243.034888747,2.1719494649,-3,0,4,309.3,6.6415359669,0,0,357.454797572,27788345933500000000000000000000000000000,0.0678611111,0.0353333333,0,0.0602872782,0.0045314962,0.0029462684,193.665616629,53.0969456645,193.658357033,53.088708285,j
12545745-4424564,PKS 1252-441,193.7395,-44.41573,303.59454,18.45149,10.779,0.043,0.0410952964,0.041048786,0.0005003469,176.276965727,2.1486538068,-5,1,0,0,0,368.1,11.1,313.78107831,12832823001300000000000000000000000000000,0,0,1,0.0012035477,0.0012035477,0,193.746319022,-44.4242668268,193.737952025,-44.4153771278,j
12561432+5652244,UGC 08058,194.05971,56.87345,121.61043,60.24262,8.857,0.016,0.042169378,0.0435040447,0.0005003469,187.155067262,2.1524999615,5,0,1,308.9,12.1,0,0,356.992521726,16457604427300000000000000000000000000000,0.0051388889,0.0051388889,0,0.0004895199,0.0004895199,0.0015244674,194.058887644,56.8707743583,194.059117122,56.8749396402,j
12572192-3021485,PKS 1254-30,194.34143,-30.36356,304.44785,32.49073,10.766,0.067,0.0542544639,0.0549710003,0.0005003469,238.449666947,2.1703725071,5,1,1,1161.5,41.7,1777,53.5,1514.77581135,113356420154000000000000000000000000000000,0.0113611111,0.0113611111,0,0.003002649,0.002585475,0,194.345113054,-30.3635943691,194.345077036,-30.3594261194,j
12592333+2754418,NGC 4869,194.84727,27.91161,57.34513,88.07103,10.792,0.04,0.0228792726,0.0230612962,0.0005003469,97.7244500288,2.1202678053,-5,0,3,439.3,10.0781942827,0,0,507.694447376,6381359386580000000000000000000000000000,0.0760277778,0.0350833333,0,0.0522496382,0.0067283055,0.0022819381,194.802212403,27.9156396235,194.821121538,27.9116354478,j
12594900-2539389,2MASX J12594900-2539389,194.95415,-25.66078,305.30154,37.17239,11.703,0.06,0.0648018119,0.0662549361,0.0005003469,289.706056999,2.187814692,98,0,1,715,25.1,0,0,826.318073921,91278127661300000000000000000000000000000,0.0135,0.0135,0,0.0012161717,0.0012161717,0.0018334725,194.955217239,-25.6634082378,194.950630746,-25.6592089547,j
13010079-3226289,ESO 443- G 024,195.2533,-32.44135,305.2738,30.38684,8.574,0.026,0.0170418725,0.0174555425,0.0004252949,73.4473234218,1.7513565939,-2,2,2,1439.2,44.7447203589,1866.2,52.5552090663,1663.26849229,11809149716900000000000000000000000000000,0.0797222222,0.0797222222,0,0.0183914424,0.0009645269,0,195.252564232,-32.4377715838,195.248943065,-32.4378210709,j
13052727-4928044,NGC 4945,196.36366,-49.4679,305.27151,13.34017,4.471,0.016,0.001877975,0.0011646665,0.0003835993,3.8598510592,0.7287573474,6,2,0,0,0,5944.5,167.831641832,5067.29589789,99362309889500000000000000000000000000,0.0437222222,0.0437222222,0,0.0357489772,0.0006309959,0,196.368356775,-49.4683542177,196.363540659,-49.4642960297,g
13075472-3146415,PKS 1305-315,196.97794,-31.7782,307.01471,30.96291,11.491,0.073,0.0531536971,0.0538084495,0.0005003469,233.21269478,2.1685673178,98,0,2,355.1,8.6977008456,0,0,410.385381887,29376535586700000000000000000000000000000,0.0259166667,0.0135,0,0.0126806013,0.0121926473,0,196.985340282,-31.7792856385,196.975536638,-31.7792070518,j
13112384-4422400,PKS 1308-441,197.84927,-44.37778,306.68729,18.34838,10.362,0.057,0.0503017102,0.0507309403,0.0005003469,219.389108648,2.1637812348,-5,5,0,0,0,995.8,20.1717624416,848.854109701,53773400781500000000000000000000000000000,0.0856944444,0.0454166667,0,0.1152696714,0.0008164201,0,197.888369606,-44.4081457954,197.887718039,-44.3949576882,j
13154932+4201454,MESSIER 063,198.95554,42.02929,105.99706,74.28773,5.722,0.016,0.0016144581,0.0026375621,0.0005670598,10.1160542043,1.5425226598,4,0,5,356,9.9151399385,0,0,411.42550254,55413786123800000000000000000000000000,0.1140277778,0.0353055556,0,0.0510354004,0.002680434,0,198.956617017,42.0280419112,198.950938873,42.0321578334,g
13161700+0702465,CGCG 044-046,199.07089,7.04624,320.4249,69.06982,10.353,0.061,0.0501449343,0.0510905424,0.0005003469,221.001391313,2.1643410338,-5,0,6,2042.8,42.4565660411,0,0,2360.84274323,151761424889000000000000000000000000000000,0.1111666667,0.0345555556,0,0.0547461157,0.0125837911,0.003304136,199.072146498,7.0322495672,199.072129837,7.040584061,j
13191657-0055009,VIII Zw 289 NOTES01,199.81908,-0.91702,317.48111,61.16583,11.346,0.074,0.0818570271,0.0850372666,0.0005003469,376.713858753,2.2165294417,98,0,3,500.1,10.2230132544,0,0,577.960375899,107950729219000000000000000000000000000000,0.0631666667,0.0340555556,0,0.0272790561,0.0100524393,0.0017581743,199.837478593,-0.9250402347,199.829144338,-0.9208730272,j
13195002-2724362,NGC 5078,199.95851,-27.41009,310.6322,35.03671,7.128,0.013,0.0071483133,0.0071950383,0.0005670598,30.1252154145,2.3742472873,-2,0,1,262.3,10.2,0,0,303.13738572,362079672228000000000000000000000000000,0.0055,0.0055,0,0.0003785155,0.0003785155,0,199.957756711,-27.4124831835,199.957758304,-27.4083162962,p
13211286-4342168,NGC 5090,200.30356,-43.70469,308.61121,18.83847,7.598,0.025,0.0114112832,0.011189797,0.0004169558,46.8930331452,1.69899653,-5,6,0,0,0,12829.1,214.601840626,10935.9653131,31650319177800000000000000000000000000000,0.1560833333,0.0487222222,0,0.1057896927,0.0036394063,0.004239449,200.447380957,-43.6164366174,200.278987658,-43.7093471184,j
13222448-1643420,MCG -03-34-064,200.60196,-16.72844,313.53986,45.50443,9.822,0.028,0.0169184532,0.0174938235,0.0003919384,73.8219571087,1.6539357414,-2,0,1,274.9,8.3,0,0,317.699074854,2278722181880000000000000000000000000000,0.00475,0.00475,1,0.0004838057,0.0004838057,0.0014769936,200.600420242,-16.7283558733,200.600407119,-16.7241888898,p
13234497+3133568,NGC 5127,200.93747,31.56576,67.08517,81.68124,9.553,0.027,0.016181273,0.0167539939,0.0005003469,70.6604450526,2.1102271852,-5,0,9,1980,29.6253517535,0,0,899.242088557,15037078190000000000000000000000000000000,0.2001111111,0.0353333333,0,0.0896427715,0.0036114895,0,200.930049333,31.5652848044,200.920126081,31.5734960944,j
13245144+3622424,NGC 5141,201.21439,36.37854,87.53625,78.34771,9.773,0.025,0.0174921862,0.0183664132,0.0004920078,77.5552482482,2.0775852253,-4,0,1,875.7,29.2,0,0,1012.03739487,8011673922770000000000000000000000000000,0.009,0.009,0,0.0002592156,0.0002592156,0,201.211291269,36.376477592,201.216397994,36.3806989661,j
13252775-4301073,Cen A,201.36565,-43.01871,309.51639,19.41761,3.948,0.015,0.0018246045,0.0011488079,0.0003752602,3.5890447279,0.2735014632,-2,32,0,0,0,1803150.25489,29723.1017638,589503.947131,26058830022800000000000000000000000000000,1.2157222222,0.1017222222,0,0.4682477184,0.0011701705,0.030196166,201.383173105,-43.0061729359,201.370539651,-43.0019272801,j
13261057-2725386,ESO 509- G 003,201.54411,-27.4274,312.32651,34.80983,10.939,0.063,0.0437204586,0.0439358117,0.0005003469,189.071865147,2.1531756166,-1,0,4,1595.1,31.4380342897,0,0,1843.44050309,86733578001600000000000000000000000000000,0.0598888889,0.0256388889,0,0.0433416368,0.0043062128,0.0104150354,201.54963019,-27.449594846,201.549571646,-27.4454283153,j
13264647-2707078,2MASX J13264647-2707078,201.69371,-27.11891,312.54874,35.09209,11.419,0.076,0.0435236548,0.0437332282,0.0005003469,188.172367651,2.152858628,98,0,2,254.2,6.8154236846,0,0,293.776299847,13690924506900000000000000000000000000000,0.02025,0.0142222222,0,0.0084556729,0.0008318621,0,201.690261661,-27.1228821392,201.68551621,-27.1187730131,j
13295269+4711429,MESSIER 051a,202.46957,47.19526,104.85159,68.56084,5.589,0.017,0.0015444093,0.0025785128,0.0005420425,8.7595829246,1.0115553887,4,0,7,1004.9,17.0235131509,0,0,1161.35249298,117283045176000000000000000000000000000,0.2210833333,0.0353055556,0,0.0698419623,0.000781901,0,202.478590582,47.2062456783,202.479564794,47.2270703189,g
13322574-3308100,2MASX J13322574-3308100,203.10728,-33.13604,312.7345,28.95426,11.081,0.088,0.0490575101,0.0495075349,0.0005003469,213.909864223,2.1618756417,-5,3,0,0,0,2153.5,46.8194404067,1835.71733806,110553311090000000000000000000000000000000,0.016,0.016,0,0.0146604191,0.008590745,0.0045894068,203.102120565,-33.1403547912,203.098432006,-33.1346046366,u
13324251+0719382,NGC 5209,203.17723,7.32729,331.12198,67.911,10.204,0.05,0.0236725876,0.023290784,0.0005003469,98.7138922976,2.1206322745,-5,0,6,302.1,6.2465990747,0,0,349.133832352,4477677482080000000000000000000000000000,0.1356944444,0.0352777778,0,0.0534210156,0.000529529,0,203.193399703,7.3200336217,203.193392165,7.3242005729,j
13344779-2707374,IC 4289,203.69919,-27.12709,314.6861,34.75306,10.281,0.047,0.0348109183,0.0346642346,0.0005003469,148.164488925,2.138620425,-5,0,4,431.5,10.2454868113,0,0,498.680068387,14408361141000000000000000000000000000000,0.1048888889,0.0349722222,0,0.0818120341,0.0001686738,0,203.737899887,-27.0955451693,203.714444876,-27.11633424,j
13351273-1122361,2MASX J13351273-1122361,203.80302,-11.37677,319.78284,50.05727,11.404,0.081,0.0700254511,0.0720771675,0.0005003469,316.45268181,2.1967582609,98,0,1,226.4,7.6,0,0,261.648128581,34485737193600000000000000000000000000000,0.0331944444,0.0331944444,0,0.0002215752,0.0002215752,0,203.80449272,-11.3749195792,203.800242546,-11.3749165908,j
13360823-0829519,NGC 5232,204.03436,-8.49774,321.39938,52.76377,9.267,0.031,0.0227958811,0.0224815527,0.0005003469,95.2263485294,2.1193467981,5,0,3,388.8,8.5164546614,0,0,449.332121875,5362731459660000000000000000000000000000,0.0670555556,0.03525,0,0.0243359231,0.0004638129,0,204.033705008,-8.5166723315,204.033705743,-8.5250060096,j
13363905-3357572,IC 4296,204.16269,-33.96588,313.5383,27.97297,7.579,0.021,0.0124653509,0.0123067107,0.0005420425,51.1236828358,2.0756118856,-5,6,7,2420.2,45.7346695626,26453.1,451.023414026,22549.5306782,77568624720400000000000000000000000000000,0.2814722222,0.0903888889,0,0.2226421859,0.0007840687,0.001158946,204.158095312,-33.9648413321,204.153070625,-33.9649051804,j
13370091-2951567,MESSIER 083,204.25383,-29.86576,314.58353,31.97269,4.721,0.017,0.0017111921,0.0011485905,0.0004086166,4.7576409732,0.7396658747,5,0,5,1090.7,20.3231395212,0,0,1260.51066185,37552095371300000000000000000000000000,0.1383888889,0.0353333333,0,0.0332351996,0.0015082416,0,204.249851183,-29.8667752401,204.240231468,-29.8626231153,g
13414914+2622248,UGC 08669 NED01,205.45474,26.37356,31.95186,78.73229,11.346,0.054,0.0757327605,0.0788231915,0.0005003469,347.695880849,2.2070731581,1,0,2,366.4,10.7967587729,0,0,423.444674524,67375203040800000000000000000000000000000,0.0414444444,0.0353055556,0,0.0378214032,0.0055454451,0,205.474730228,26.3959763615,205.460719908,26.391958753,j
13434918-1949278,2MASX J13434918-1949278,205.95497,-19.82434,319.43051,41.36316,11.002,0.076,0.0328528875,0.032720254,0.0005003469,139.654998359,2.1355562545,-6,0,2,234.2,7.8102496759,0,0,270.66250757,6947769303850000000000000000000000000000,0.0556111111,0.0352777778,0,0.0191963728,0.001591288,0.0021434533,205.94037138,-19.8269294039,205.949182629,-19.8226662223,j
13444152+4028027,B3 1342+407,206.17303,40.46738,86.80795,72.71243,11.615,0.046,0.075542628,0.0788497852,0.0005003469,347.819579765,2.2071137194,98,0,4,229,5.7974132163,0,0,264.652921578,42139469619800000000000000000000000000000,0.0773888889,0.0351666667,0,0.0817670857,9.79163362857E-005,0,206.193774649,40.4522553282,206.194219092,40.4772538873,j
13462397-3758155,ESO 325- G 016,206.59991,-37.97103,314.72601,23.63875,10.805,0.048,0.037606199,0.0375063214,0.0005003469,160.647580658,2.143092502,-5,3,5,876,18.1760831864,1225.7,27.7274232485,1044.82876307,35489331532500000000000000000000000000000,0.0667222222,0.0269722222,0,0.0484017043,0.0004701123,0,206.569733663,-37.9750427818,206.565888157,-37.9698277762,j
13471216-2422224,ESO 509- G 108,206.80067,-24.37294,318.83212,36.77103,10.007,0.034,0.0195269371,0.0193725582,0.0003835993,81.9549614841,1.5904107048,-2,0,5,590.6,13.0076900332,0,0,682.550285955,6033780045170000000000000000000000000000,0.1138611111,0.0353333333,0,0.0425764023,0.0122738285,0,206.810571119,-24.3745955582,206.810610311,-24.3704289539,j
13485251+2635348,CGCG 162-010,207.21877,26.59296,33.80866,77.18579,11.174,0.062,0.0632607383,0.0653923649,0.0005003469,285.760787253,2.1864864416,0,0,1,924.5,27.7,0,0,1068.43504803,114830621018000000000000000000000000000000,0.0051111111,0.0051111111,1,0.0004011773,0.0004011773,0.0015216972,207.217157732,26.5934468869,207.217157732,26.5934468869,p
13521776+3126460,UGC 08782,208.07411,31.44619,54.5937,76.06011,11.036,0.05,0.0451914834,0.0463282496,0.0005003469,199.713695981,2.1569156208,2,0,3,4844.2,145.785938965,0,0,5598.39162754,293888974879000000000000000000000000000000,0.0391388889,0.0231111111,0,0.0298967883,0.0001472357,0.0034359671,208.069691806,31.4496441781,208.069691806,31.4496441781,j
13560288+1822188,MRK 0463E,209.01202,18.3719,5.82357,72.74666,10.102,0.018,0.050001501,0.0511852269,0.0005003469,221.426042626,2.1644884066,6,0,1,380.5,11.4,0,0,439.73989808,28376419016000000000000000000000000000000,0.0051944444,0.0051944444,1,0.0001029815,0.0001029815,0,209.014270027,18.3760353203,209.005487856,18.3760855811,p
13571620-2523251,ESO 510- G 023,209.31758,-25.39029,321.1712,35.13897,10.977,0.058,0.0378630446,0.0378898309,0.0005003469,162.335878436,2.1436952594,-2,0,1,591.1,18.9,0,0,683.128130762,23693843791000000000000000000000000000000,0.0136111111,0.0136111111,0,0.0003007974,0.0003007974,0,209.319196913,-25.3903897348,209.314538561,-25.3862610043,j
13595556-1056266,2MASX J13595556-1056266,209.98152,-10.94078,328.77597,48.46413,11.506,0.074,0.0596915851,0.0610466099,0.0005003469,265.952065464,2.1797817643,98,0,3,291.8,7.0781353477,0,0,337.230229329,31393342149100000000000000000000000000000,0.0488333333,0.0239722222,0,0.0252679386,0.0151060201,0,209.988039076,-10.9385621952,209.98376453,-10.942699003,j
14014186-1136251,MCG -02-36-002,210.42441,-11.60697,328.97672,47.68026,10.116,0.044,0.0366888933,0.0368270835,0.0005003469,157.659654512,2.142024542,-4,0,5,2043.6,38.9964100912,0,0,2361.76729492,77264956744700000000000000000000000000000,0.1149722222,0.0298055556,0,0.057710567,0.0047240732,0.0317415643,210.430200038,-11.6081175415,210.417458251,-11.6038793295,j
14033877-3358422,NGC 5419,210.91154,-33.97839,319.62476,26.54189,7.705,0.019,0.0137629215,0.0137115251,0.0004753296,57.3700963012,1.9353291392,-5,2,3,370,12.5976188226,608.9,19.7040604952,519.047265914,2248445607380000000000000000000000000000,0.0612777778,0.0537222222,0,0.0609049901,0.000817131,0.0018108098,211.031753953,-34.0292432072,211.002325732,-34.0175947202,j
14070036+2827141,MRK 0668,211.75163,28.45403,41.86201,73.2518,11.595,0.04,0.0765766818,0.0798176077,0.0005003469,352.324202093,2.2085893272,0,0,1,816.6,24.5,0,0,943.736138691,154184195983000000000000000000000000000000,0.0046944444,0.0046944444,1,0.0001406707,0.0001406707,0,211.75356316,28.4539526862,211.74882398,28.4539441914,p
14071554-2709293,ESO 510- G 066,211.81485,-27.1582,323.02802,32.73756,10.076,0.039,0.0241735075,0.0237466714,0.0005003469,100.680445304,2.1213561306,-2,0,6,274.1,5.7428216061,0,0,316.774523163,4226149165210000000000000000000000000000,0.1100555556,0.0352777778,0,0.0998854392,0.0002774489,0,211.775158482,-27.1872884736,211.789234716,-27.1748095256,j
14072978-2701043,IC 4374,211.87405,-27.01787,323.14438,32.85114,9.703,0.038,0.0217985196,0.0213314556,0.000433634,90.2768754634,1.8351828096,-2,0,1,645.5,22.8,0,0,745.997645757,8001931259810000000000000000000000000000,0.0039722222,0.0039722222,0,0.0002175163,0.0002175163,0,211.873719587,-27.0165601242,211.873719587,-27.0165601242,p
